1,Mississippi,0.06
2,North Dakota,0.14
3,Vermont,0.27
4,Minnesota,0.33
5,New York,0.35
6,Virginia,0.39
7,Wisconsin,0.43
8,Nebraska,0.44
9,South Dakota,0.46
10,Maine,0.46
11,Montana,0.53
12,Massachusetts,0.55
13,North Carolina,0.58
14,Rhode Island,0.58
15,Ohio,0.59
16,Iowa,0.60
17,Utah,0.61
18,Indiana,0.61
19,Oregon,0.61
20,Washington,0.62
21,California,0.62
22,New Jersey,0.68
23,Maryland,0.68
24,Idaho,0.68
25,New Hampshire,0.70
26,Connecticut,0.72
27,Illinois,0.72
28,Pennsylvania,0.74
29,Delaware,0.78
30,Michigan,0.81
31,West Virginia,0.86
32,Colorado,0.90
33,Missouri,0.92
34,Texas,0.94
35,Georgia,0.95
36,Alabama,0.96
37,Kansas,0.98
38,Nevada,1.01
39,Wyoming,1.03
40,Tennessee,1.03
41,Alaska,1.04
42,Oklahoma,1.04
43,Louisiana,1.06
44,South Carolina,1.09
45,Kentucky,1.11
46,Arkansas,1.13
47,Florida,1.19
48,Hawaii,1.32
49,Arizona,1.52
50,New Mexico,1.81
,Weighted Average,0.77
